carbon_city,carbon_county,carbon_mean,carbon_method,carbon_site,carbon_date
Salinas,Monterey,0.366667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-02-25
Salinas,Monterey,0.3375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-02-26
Salinas,Monterey,0.329167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-02-27
Salinas,Monterey,0.325,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-02-28
Salinas,Monterey,0.3,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-02-29
Salinas,Monterey,0.3,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-01
Salinas,Monterey,0.383333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-02
Salinas,Monterey,0.308333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-03
Salinas,Monterey,0.320833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-04
Salinas,Monterey,0.258333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-05
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-06
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-07
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-08
Salinas,Monterey,0.1125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-09
Salinas,Monterey,0.179167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-10
Salinas,Monterey,0.154167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-11
Salinas,Monterey,0.233333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-12
Salinas,Monterey,0.133333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-13
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-14
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-15
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-16
Salinas,Monterey,0.108333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-17
Salinas,Monterey,0.129167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-18
Salinas,Monterey,0.1375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-19
Salinas,Monterey,0.145833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-20
Salinas,Monterey,0.166667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-21
Salinas,Monterey,0.145833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-22
Salinas,Monterey,0.170833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-23
Salinas,Monterey,0.15,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-24
Salinas,Monterey,0.125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-25
Salinas,Monterey,0.141667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-26
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-27
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-28
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-29
Salinas,Monterey,0.175,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-30
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-03-31
Salinas,Monterey,0.1375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-01
Salinas,Monterey,0.195833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-02
Salinas,Monterey,0.125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-03
Salinas,Monterey,0.154167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-04
Salinas,Monterey,0.166667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-05
Salinas,Monterey,0.154167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-06
Salinas,Monterey,0.183333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-07
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-08
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-09
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-10
Salinas,Monterey,0.195833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-11
Salinas,Monterey,0.166667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-12
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-13
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-14
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-15
Salinas,Monterey,0.154167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-16
Salinas,Monterey,0.129167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-17
Salinas,Monterey,0.116667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-18
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-19
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-20
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-21
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-22
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-23
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-24
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-25
Salinas,Monterey,0.095833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-26
Salinas,Monterey,0.0625,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-27
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-28
Salinas,Monterey,0.008333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-29
Salinas,Monterey,0.041667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-04-30
Salinas,Monterey,0.033333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-01
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-02
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-03
Salinas,Monterey,0.008333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-04
Salinas,Monterey,0.029167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-05
Salinas,Monterey,0.070833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-06
Salinas,Monterey,0.108333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-07
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-08
Salinas,Monterey,0.041667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-09
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-10
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-11
Salinas,Monterey,0.045833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-12
Salinas,Monterey,0.05,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-13
Salinas,Monterey,0.025,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-14
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-15
Salinas,Monterey,0.029167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-16
Salinas,Monterey,0.0125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-17
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-18
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-19
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-20
Salinas,Monterey,0.0375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-21
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-22
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-23
Salinas,Monterey,0.025,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-24
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-25
Salinas,Monterey,0.108333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-26
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-27
Salinas,Monterey,0.045833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-28
Salinas,Monterey,0.0125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-29
Salinas,Monterey,0.054167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-30
Salinas,Monterey,0.033333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-05-31
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-01
Salinas,Monterey,0.091667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-02
Salinas,Monterey,0.125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-03
Salinas,Monterey,0.066667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-04
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-05
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-06
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-07
Salinas,Monterey,0.029167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-08
Salinas,Monterey,0.033333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-09
Salinas,Monterey,0.020833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-10
Salinas,Monterey,0.020833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-11
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-12
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-13
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-14
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-15
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-16
Salinas,Monterey,0.033333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-17
Salinas,Monterey,0.0375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-18
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-19
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-20
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-21
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-22
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-23
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-24
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-25
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-26
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-27
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-28
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-29
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-06-30
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-01
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-02
Salinas,Monterey,0.004167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-03
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-04
Salinas,Monterey,0.05,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-05
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-06
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-07
Salinas,Monterey,0.0,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-08
Salinas,Monterey,0.041667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-09
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-10
Salinas,Monterey,0.125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-11
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-12
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-13
Salinas,Monterey,0.3,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-16
Salinas,Monterey,0.233333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-17
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-18
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-19
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-20
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-21
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-22
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-23
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-24
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-25
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-26
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-27
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-28
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-29
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-30
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-07-31
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-01
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-02
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-03
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-04
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-05
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-06
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-07
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-08
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-09
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-10
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-11
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-12
Salinas,Monterey,0.220833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-13
Salinas,Monterey,0.245833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-14
Salinas,Monterey,0.258333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-15
Salinas,Monterey,0.3,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-16
Salinas,Monterey,0.204167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-17
Salinas,Monterey,0.2375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-18
Salinas,Monterey,0.258333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-19
Salinas,Monterey,0.425,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-20
Salinas,Monterey,0.7125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-21
Salinas,Monterey,0.541667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-22
Salinas,Monterey,0.291667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-23
Salinas,Monterey,0.329167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-24
Salinas,Monterey,0.220833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-25
Salinas,Monterey,0.3,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-26
Salinas,Monterey,0.4625,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-27
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-28
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-29
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-30
Salinas,Monterey,0.175,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-08-31
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-01
Salinas,Monterey,0.170833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-02
Salinas,Monterey,0.225,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-03
Salinas,Monterey,0.266667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-04
Salinas,Monterey,0.325,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-05
Salinas,Monterey,0.408333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-06
Salinas,Monterey,0.383333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-07
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-08
Salinas,Monterey,0.254167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-09
Salinas,Monterey,0.508333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-10
Salinas,Monterey,0.895833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-11
Salinas,Monterey,1.041667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-12
Salinas,Monterey,1.104167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-13
Salinas,Monterey,1.0125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-14
Salinas,Monterey,0.704167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-15
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-16
Salinas,Monterey,0.229167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-17
Salinas,Monterey,0.270833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-18
Salinas,Monterey,0.304167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-19
Salinas,Monterey,0.3,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-20
Salinas,Monterey,0.3,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-21
Salinas,Monterey,0.266667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-22
Salinas,Monterey,0.208333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-23
Salinas,Monterey,0.233333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-24
Salinas,Monterey,0.1375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-25
Salinas,Monterey,0.1625,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-26
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-27
Salinas,Monterey,0.266667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-28
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-29
Salinas,Monterey,0.25,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-09-30
Salinas,Monterey,0.383333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-01
Salinas,Monterey,0.575,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-02
Salinas,Monterey,0.35,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-03
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-04
Salinas,Monterey,0.229167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-05
Salinas,Monterey,0.225,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-06
Salinas,Monterey,0.275,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-07
Salinas,Monterey,0.166667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-08
Salinas,Monterey,0.108333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-09
Salinas,Monterey,0.158333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-10
Salinas,Monterey,0.1375,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-11
Salinas,Monterey,0.241667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-12
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-13
Salinas,Monterey,0.241667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-14
Salinas,Monterey,0.208333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-15
Salinas,Monterey,0.233333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-16
Salinas,Monterey,0.245833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-17
Salinas,Monterey,0.1875,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-18
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-19
Salinas,Monterey,0.125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-20
Salinas,Monterey,0.133333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-21
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-22
Salinas,Monterey,0.116667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-23
Salinas,Monterey,0.158333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-24
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-25
Salinas,Monterey,0.141667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-26
Salinas,Monterey,0.129167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-27
Salinas,Monterey,0.133333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-28
Salinas,Monterey,0.1625,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-29
Salinas,Monterey,0.2125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-30
Salinas,Monterey,0.195833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-10-31
Salinas,Monterey,0.170833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-01
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-02
Salinas,Monterey,0.154167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-03
Salinas,Monterey,0.145833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-04
Salinas,Monterey,0.145833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-05
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-06
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-07
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-08
Salinas,Monterey,0.104167,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-09
Salinas,Monterey,0.170833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-10
Salinas,Monterey,0.145833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-11
Salinas,Monterey,0.191667,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-12
Salinas,Monterey,0.15,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-13
Salinas,Monterey,0.1,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-14
Salinas,Monterey,0.27619,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-15
Salinas,Monterey,0.225,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-16
Salinas,Monterey,0.245833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-17
Salinas,Monterey,0.1875,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-18
Salinas,Monterey,0.2125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-19
Salinas,Monterey,0.208333,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-20
Salinas,Monterey,0.2125,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-21
Salinas,Monterey,0.245833,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-22
Salinas,Monterey,0.2,INSTRUMENTAL - NONDISPERSIVE INFRARED,1003,2020-11-23
