nitrogen_city,nitrogen_county,nitrogen_mean,nitrogen_method,nitrogen_site,nitrogen_date
San Jose,Santa Clara,23.877778,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-03
San Jose,Santa Clara,18.73913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-04
San Jose,Santa Clara,24.591304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-05
San Jose,Santa Clara,10.578261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-06
San Jose,Santa Clara,10.882609,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-07
San Jose,Santa Clara,8.356522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-08
San Jose,Santa Clara,18.526087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-09
San Jose,Santa Clara,19.795652,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-10
San Jose,Santa Clara,20.343478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-11
San Jose,Santa Clara,21.091304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-12
San Jose,Santa Clara,15.76087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-13
San Jose,Santa Clara,13.773913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-14
San Jose,Santa Clara,16.121739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-15
San Jose,Santa Clara,26.065217,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-16
San Jose,Santa Clara,13.186957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-17
San Jose,Santa Clara,14.752632,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-18
San Jose,Santa Clara,16.869565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-19
San Jose,Santa Clara,21.147826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-20
San Jose,Santa Clara,22.343478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-21
San Jose,Santa Clara,18.317391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-22
San Jose,Santa Clara,18.582609,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-23
San Jose,Santa Clara,18.434783,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-24
San Jose,Santa Clara,16.643478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-25
San Jose,Santa Clara,13.552174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-26
San Jose,Santa Clara,20.665217,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-27
San Jose,Santa Clara,23.869565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-28
San Jose,Santa Clara,24.447826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-29
San Jose,Santa Clara,26.013043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-11-30
San Jose,Santa Clara,27.004348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-01
San Jose,Santa Clara,29.256522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-02
San Jose,Santa Clara,32.63913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-03
San Jose,Santa Clara,36.617391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-04
San Jose,Santa Clara,33.478261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-05
San Jose,Santa Clara,24.33913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-06
San Jose,Santa Clara,23.478261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-07
San Jose,Santa Clara,30.914286,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-08
San Jose,Santa Clara,31.018182,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-09
San Jose,Santa Clara,26.843478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-10
San Jose,Santa Clara,17.243478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-11
San Jose,Santa Clara,12.252174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-12
San Jose,Santa Clara,7.704348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-13
San Jose,Santa Clara,18.2,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-14
San Jose,Santa Clara,18.46087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-15
San Jose,Santa Clara,21.517391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-16
San Jose,Santa Clara,14.878261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-17
San Jose,Santa Clara,18.843478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-18
San Jose,Santa Clara,19.947826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-19
San Jose,Santa Clara,18.952174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-20
San Jose,Santa Clara,22.421739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-21
San Jose,Santa Clara,20.413043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-22
San Jose,Santa Clara,23.404348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-23
San Jose,Santa Clara,23.204348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-24
San Jose,Santa Clara,7.704348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-25
San Jose,Santa Clara,13.747826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-26
San Jose,Santa Clara,12.156522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-27
San Jose,Santa Clara,16.078261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-28
San Jose,Santa Clara,20.222727,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-29
San Jose,Santa Clara,21.986957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-30
San Jose,Santa Clara,17.334783,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-12-31
San Jose,Santa Clara,11.756522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-01
San Jose,Santa Clara,15.965217,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-02
San Jose,Santa Clara,22.509091,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-03
San Jose,Santa Clara,17.504348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-04
San Jose,Santa Clara,16.295652,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-05
San Jose,Santa Clara,20.561538,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-06
San Jose,Santa Clara,18.926316,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-07
San Jose,Santa Clara,16.747826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-08
San Jose,Santa Clara,17.147826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-09
San Jose,Santa Clara,19.113043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-10
San Jose,Santa Clara,17.469565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-11
San Jose,Santa Clara,16.704348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-12
San Jose,Santa Clara,16.308696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-13
San Jose,Santa Clara,19.269565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-14
San Jose,Santa Clara,22.626087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-15
San Jose,Santa Clara,11.108696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-16
San Jose,Santa Clara,23.986957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-17
San Jose,Santa Clara,20.808696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-18
San Jose,Santa Clara,21.708696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-19
San Jose,Santa Clara,20.630435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-20
San Jose,Santa Clara,12.708696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-21
San Jose,Santa Clara,18.63913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-22
San Jose,Santa Clara,21.96087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-23
San Jose,Santa Clara,20.613043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-24
San Jose,Santa Clara,14.108696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-25
San Jose,Santa Clara,11.1,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-26
San Jose,Santa Clara,16.265217,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-27
San Jose,Santa Clara,15.678261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-28
San Jose,Santa Clara,20.104348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-29
San Jose,Santa Clara,19.869565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-30
San Jose,Santa Clara,19.526087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-01-31
San Jose,Santa Clara,18.091304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-01
San Jose,Santa Clara,8.43913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-02
San Jose,Santa Clara,17.2,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-03
San Jose,Santa Clara,16.23913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-04
San Jose,Santa Clara,26.069565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-05
San Jose,Santa Clara,25.008696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-06
San Jose,Santa Clara,24.221739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-07
San Jose,Santa Clara,13.821739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-08
San Jose,Santa Clara,7.82381,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-09
San Jose,Santa Clara,20.114286,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-10
San Jose,Santa Clara,21.647826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-11
San Jose,Santa Clara,24.221739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-12
San Jose,Santa Clara,14.073913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-13
San Jose,Santa Clara,15.2,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-14
San Jose,Santa Clara,18.547826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-15
San Jose,Santa Clara,12.36087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-16
San Jose,Santa Clara,14.521739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-17
San Jose,Santa Clara,24.373913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-18
San Jose,Santa Clara,25.769565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-19
San Jose,Santa Clara,26.921739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-20
San Jose,Santa Clara,30.269565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-21
San Jose,Santa Clara,14.63913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-22
San Jose,Santa Clara,10.495652,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-23
San Jose,Santa Clara,18.804348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-24
San Jose,Santa Clara,22.434783,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-25
San Jose,Santa Clara,26.404348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-26
San Jose,Santa Clara,30.273913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-27
San Jose,Santa Clara,26.33913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-28
San Jose,Santa Clara,10.295,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-02-29
San Jose,Santa Clara,9.121739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-01
San Jose,Santa Clara,12.486957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-02
San Jose,Santa Clara,23.547826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-03
San Jose,Santa Clara,21.242857,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-04
San Jose,Santa Clara,9.625,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-05
San Jose,Santa Clara,10.466667,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-06
San Jose,Santa Clara,7.46087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-07
San Jose,Santa Clara,8.265217,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-08
San Jose,Santa Clara,15.956522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-09
San Jose,Santa Clara,17.886364,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-10
San Jose,Santa Clara,14.869565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-11
San Jose,Santa Clara,16.757143,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-12
San Jose,Santa Clara,8.952174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-13
San Jose,Santa Clara,6.243478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-14
San Jose,Santa Clara,5.552174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-15
San Jose,Santa Clara,11.96087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-16
San Jose,Santa Clara,11.386957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-17
San Jose,Santa Clara,11.613636,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-18
San Jose,Santa Clara,10.617391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-19
San Jose,Santa Clara,11.521739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-20
San Jose,Santa Clara,9.004167,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-21
San Jose,Santa Clara,9.208333,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-22
San Jose,Santa Clara,10.62381,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-23
San Jose,Santa Clara,7.857143,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-24
San Jose,Santa Clara,10.433333,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-25
San Jose,Santa Clara,10.269565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-26
San Jose,Santa Clara,10.969565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-27
San Jose,Santa Clara,7.247826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-28
San Jose,Santa Clara,4.617391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-29
San Jose,Santa Clara,8.126087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-30
San Jose,Santa Clara,6.069565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-03-31
San Jose,Santa Clara,6.73913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-01
San Jose,Santa Clara,9.513043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-02
San Jose,Santa Clara,8.991304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-03
San Jose,Santa Clara,6.504348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-04
San Jose,Santa Clara,4.386957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-05
San Jose,Santa Clara,12.852174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-06
San Jose,Santa Clara,9.730435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-07
San Jose,Santa Clara,7.086957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-08
San Jose,Santa Clara,7.573913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-09
San Jose,Santa Clara,5.834783,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-10
San Jose,Santa Clara,4.669565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-11
San Jose,Santa Clara,2.630435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-12
San Jose,Santa Clara,6.713043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-13
San Jose,Santa Clara,9.569565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-14
San Jose,Santa Clara,12.43913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-15
San Jose,Santa Clara,6.308696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-16
San Jose,Santa Clara,4.421739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-17
San Jose,Santa Clara,4.269565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-18
San Jose,Santa Clara,3.908696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-19
San Jose,Santa Clara,5.452174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-20
San Jose,Santa Clara,6.76087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-21
San Jose,Santa Clara,7.219048,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-22
San Jose,Santa Clara,6.568182,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-23
San Jose,Santa Clara,11.869565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-24
San Jose,Santa Clara,8.66087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-25
San Jose,Santa Clara,4.556522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-26
San Jose,Santa Clara,8.291304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-27
San Jose,Santa Clara,7.873913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-28
San Jose,Santa Clara,5.295652,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-29
San Jose,Santa Clara,6.604348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-04-30
San Jose,Santa Clara,9.730435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-01
San Jose,Santa Clara,3.304348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-02
San Jose,Santa Clara,4.434783,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-03
San Jose,Santa Clara,10.517391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-04
San Jose,Santa Clara,9.272222,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-05
San Jose,Santa Clara,9.9,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-06
San Jose,Santa Clara,14.67619,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-07
San Jose,Santa Clara,16.826087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-08
San Jose,Santa Clara,6.982609,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-09
San Jose,Santa Clara,3.817391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-10
San Jose,Santa Clara,6.926316,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-11
San Jose,Santa Clara,7.482609,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-12
San Jose,Santa Clara,9.3,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-13
San Jose,Santa Clara,7.395652,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-14
San Jose,Santa Clara,7.656522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-15
San Jose,Santa Clara,5.208696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-16
San Jose,Santa Clara,2.83913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-17
San Jose,Santa Clara,7.808696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-18
San Jose,Santa Clara,8.030435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-19
San Jose,Santa Clara,8.286957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-20
San Jose,Santa Clara,8.134783,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-21
San Jose,Santa Clara,8.830435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-22
San Jose,Santa Clara,8.891304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-23
San Jose,Santa Clara,9.056522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-24
San Jose,Santa Clara,10.256522,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-25
San Jose,Santa Clara,13.395652,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-26
San Jose,Santa Clara,11.804348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-27
San Jose,Santa Clara,9.882609,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-28
San Jose,Santa Clara,5.93913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-29
San Jose,Santa Clara,4.16087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-30
San Jose,Santa Clara,4.669565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-05-31
San Jose,Santa Clara,7.86087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-01
San Jose,Santa Clara,12.382609,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-02
San Jose,Santa Clara,13.443478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-03
San Jose,Santa Clara,10.604348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-04
San Jose,Santa Clara,6.1,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-05
San Jose,Santa Clara,4.752174,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-06
San Jose,Santa Clara,3.478261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-07
San Jose,Santa Clara,9.686957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-08
San Jose,Santa Clara,11.582609,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-09
San Jose,Santa Clara,9.778261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-10
San Jose,Santa Clara,6.9,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-11
San Jose,Santa Clara,6.813043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-12
San Jose,Santa Clara,4.491304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-13
San Jose,Santa Clara,3.678261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-14
San Jose,Santa Clara,6.278261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-15
San Jose,Santa Clara,5.595652,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-16
San Jose,Santa Clara,10.590476,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-17
San Jose,Santa Clara,14.23913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-18
San Jose,Santa Clara,9.426087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-19
San Jose,Santa Clara,5.891304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-20
San Jose,Santa Clara,4.686957,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-21
San Jose,Santa Clara,7.365217,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-22
San Jose,Santa Clara,8.430435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-23
San Jose,Santa Clara,8.221739,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-24
San Jose,Santa Clara,6.604348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-25
San Jose,Santa Clara,8.243478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-26
San Jose,Santa Clara,6.13913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-27
San Jose,Santa Clara,3.434783,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-28
San Jose,Santa Clara,8.6,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-29
San Jose,Santa Clara,10.26087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-06-30
San Jose,Santa Clara,7.017391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-01
San Jose,Santa Clara,6.408696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-02
San Jose,Santa Clara,7.813043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-03
San Jose,Santa Clara,8.691304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-04
San Jose,Santa Clara,7.404348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-05
San Jose,Santa Clara,8.204545,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-06
San Jose,Santa Clara,10.045455,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-07
San Jose,Santa Clara,9.480952,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-08
San Jose,Santa Clara,8.808696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-09
San Jose,Santa Clara,10.195455,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-10
San Jose,Santa Clara,9.46087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-11
San Jose,Santa Clara,7.491304,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-12
San Jose,Santa Clara,8.06087,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-13
San Jose,Santa Clara,6.630435,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-14
San Jose,Santa Clara,8.727273,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-15
San Jose,Santa Clara,9.208696,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-16
San Jose,Santa Clara,8.973913,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-17
San Jose,Santa Clara,7.078261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-18
San Jose,Santa Clara,5.147826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-19
San Jose,Santa Clara,7.613043,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-20
San Jose,Santa Clara,7.8,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-21
San Jose,Santa Clara,5.978261,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-22
San Jose,Santa Clara,6.804348,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-23
San Jose,Santa Clara,7.243478,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-24
San Jose,Santa Clara,6.069565,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-25
San Jose,Santa Clara,5.347826,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-26
San Jose,Santa Clara,9.117391,INSTRUMENTAL - CHEMILUMINESCENCE,0006,2020-07-27
