sulfur_city,sulfur_county,sulfur_mean,sulfur_method,sulfur_site,sulfur_date
Vallejo,Solano,1.083333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-06
Vallejo,Solano,0.96,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-07
Vallejo,Solano,0.671429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-08
Vallejo,Solano,0.633333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-09
Vallejo,Solano,1.483333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-10
Vallejo,Solano,0.557143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-11
Vallejo,Solano,0.971429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-12
Vallejo,Solano,0.671429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-13
Vallejo,Solano,0.516667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-14
Vallejo,Solano,1.225,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-15
Vallejo,Solano,0.38,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-16
Vallejo,Solano,0.45,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-17
Vallejo,Solano,0.1,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-18
Vallejo,Solano,0.057143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-19
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-20
Vallejo,Solano,0.6,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-21
Vallejo,Solano,0.242857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-22
Vallejo,Solano,0.228571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-23
Vallejo,Solano,0.516667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-24
Vallejo,Solano,0.785714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-25
Vallejo,Solano,0.028571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-26
Vallejo,Solano,0.042857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-27
Vallejo,Solano,0.085714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-28
Vallejo,Solano,0.228571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-29
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-30
Vallejo,Solano,0.466667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-01-31
Vallejo,Solano,0.6,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-01
Vallejo,Solano,0.071429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-02
Vallejo,Solano,0.257143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-03
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-04
Vallejo,Solano,0.714286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-05
Vallejo,Solano,0.8,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-06
Vallejo,Solano,0.716667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-07
Vallejo,Solano,0.242857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-08
Vallejo,Solano,0.114286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-09
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-10
Vallejo,Solano,0.728571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-11
Vallejo,Solano,0.8,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-12
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-13
Vallejo,Solano,0.333333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-14
Vallejo,Solano,0.557143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-15
Vallejo,Solano,0.085714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-16
Vallejo,Solano,0.5,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-17
Vallejo,Solano,0.471429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-18
Vallejo,Solano,0.914286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-19
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-20
Vallejo,Solano,0.683333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-21
Vallejo,Solano,0.285714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-22
Vallejo,Solano,0.1,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-23
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-24
Vallejo,Solano,0.54,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-25
Vallejo,Solano,0.7,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-26
Vallejo,Solano,0.514286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-27
Vallejo,Solano,0.783333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-28
Vallejo,Solano,0.04,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-02-29
Vallejo,Solano,0.042857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-01
Vallejo,Solano,0.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-02
Vallejo,Solano,0.385714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-03
Vallejo,Solano,0.585714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-04
Vallejo,Solano,0.1,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-05
Vallejo,Solano,0.0,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-06
Vallejo,Solano,0.0,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-07
Vallejo,Solano,0.557143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-08
Vallejo,Solano,0.2,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-09
Vallejo,Solano,0.642857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-10
Vallejo,Solano,0.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-11
Vallejo,Solano,0.257143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-12
Vallejo,Solano,0.06,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-13
Vallejo,Solano,0.014286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-14
Vallejo,Solano,0.042857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-15
Vallejo,Solano,0.085714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-16
Vallejo,Solano,0.114286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-17
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-18
Vallejo,Solano,0.242857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-19
Vallejo,Solano,0.483333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-20
Vallejo,Solano,0.885714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-21
Vallejo,Solano,0.514286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-22
Vallejo,Solano,0.157143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-23
Vallejo,Solano,0.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-24
Vallejo,Solano,0.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-25
Vallejo,Solano,0.385714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-26
Vallejo,Solano,0.166667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-27
Vallejo,Solano,0.171429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-28
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-29
Vallejo,Solano,0.028571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-30
Vallejo,Solano,0.0,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-03-31
Vallejo,Solano,0.042857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-01
Vallejo,Solano,0.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-02
Vallejo,Solano,0.15,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-03
Vallejo,Solano,0.185714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-04
Vallejo,Solano,0.114286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-05
Vallejo,Solano,0.242857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-06
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-07
Vallejo,Solano,0.185714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-08
Vallejo,Solano,0.128571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-09
Vallejo,Solano,0.033333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-10
Vallejo,Solano,0.028571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-11
Vallejo,Solano,0.057143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-12
Vallejo,Solano,0.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-13
Vallejo,Solano,0.257143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-14
Vallejo,Solano,0.657143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-15
Vallejo,Solano,0.071429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-16
Vallejo,Solano,0.033333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-17
Vallejo,Solano,0.028571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-18
Vallejo,Solano,0.1,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-19
Vallejo,Solano,0.028571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-20
Vallejo,Solano,0.128571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-21
Vallejo,Solano,0.114286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-22
Vallejo,Solano,0.071429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-23
Vallejo,Solano,0.333333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-24
Vallejo,Solano,0.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-25
Vallejo,Solano,0.128571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-26
Vallejo,Solano,0.114286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-27
Vallejo,Solano,0.185714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-28
Vallejo,Solano,0.1,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-29
Vallejo,Solano,0.1,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-04-30
Vallejo,Solano,0.2,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-01
Vallejo,Solano,0.071429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-02
Vallejo,Solano,0.085714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-03
Vallejo,Solano,0.242857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-04
Vallejo,Solano,0.157143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-05
Vallejo,Solano,0.271429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-06
Vallejo,Solano,0.585714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-07
Vallejo,Solano,1.016667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-08
Vallejo,Solano,0.114286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-09
Vallejo,Solano,0.071429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-10
Vallejo,Solano,0.271429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-11
Vallejo,Solano,0.242857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-12
Vallejo,Solano,0.385714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-13
Vallejo,Solano,0.233333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-14
Vallejo,Solano,0.25,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-15
Vallejo,Solano,0.3,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-16
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-17
Vallejo,Solano,0.228571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-18
Vallejo,Solano,0.271429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-19
Vallejo,Solano,0.471429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-20
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-21
Vallejo,Solano,0.35,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-22
Vallejo,Solano,0.528571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-23
Vallejo,Solano,0.671429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-24
Vallejo,Solano,0.671429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-25
Vallejo,Solano,0.771429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-26
Vallejo,Solano,0.442857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-27
Vallejo,Solano,0.271429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-28
Vallejo,Solano,0.266667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-29
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-30
Vallejo,Solano,0.271429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-05-31
Vallejo,Solano,0.35,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-01
Vallejo,Solano,0.728571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-02
Vallejo,Solano,0.757143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-03
Vallejo,Solano,0.35,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-04
Vallejo,Solano,0.3,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-05
Vallejo,Solano,0.285714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-06
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-07
Vallejo,Solano,0.457143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-08
Vallejo,Solano,0.614286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-09
Vallejo,Solano,0.614286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-10
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-11
Vallejo,Solano,0.3,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-12
Vallejo,Solano,0.285714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-13
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-14
Vallejo,Solano,0.3,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-15
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-16
Vallejo,Solano,0.628571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-17
Vallejo,Solano,0.785714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-18
Vallejo,Solano,0.466667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-19
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-20
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-21
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-22
Vallejo,Solano,0.3,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-23
Vallejo,Solano,0.271429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-24
Vallejo,Solano,0.285714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-25
Vallejo,Solano,0.35,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-26
Vallejo,Solano,0.3,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-27
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-28
Vallejo,Solano,0.471429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-29
Vallejo,Solano,0.6,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-06-30
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-01
Vallejo,Solano,0.471429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-02
Vallejo,Solano,0.35,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-03
Vallejo,Solano,0.5,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-07
Vallejo,Solano,0.814286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-04
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-05
Vallejo,Solano,0.366667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-06
Vallejo,Solano,0.457143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-08
Vallejo,Solano,0.528571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-09
Vallejo,Solano,0.433333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-10
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-11
Vallejo,Solano,0.485714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-12
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-13
Vallejo,Solano,0.371429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-14
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-15
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-16
Vallejo,Solano,0.366667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-17
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-18
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-19
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-20
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-21
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-22
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-23
Vallejo,Solano,0.333333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-24
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-25
Vallejo,Solano,0.357143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-26
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-27
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-28
Vallejo,Solano,0.328571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-29
Vallejo,Solano,0.314286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-30
Vallejo,Solano,0.333333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-07-31
Vallejo,Solano,0.371429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-01
Vallejo,Solano,0.371429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-02
Vallejo,Solano,0.371429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-03
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-04
Vallejo,Solano,0.371429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-05
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-06
Vallejo,Solano,0.416667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-07
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-08
Vallejo,Solano,0.457143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-09
Vallejo,Solano,0.414286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-10
Vallejo,Solano,0.342857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-11
Vallejo,Solano,0.34,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-12
Vallejo,Solano,0.616667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-13
Vallejo,Solano,0.816667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-14
Vallejo,Solano,0.657143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-15
Vallejo,Solano,0.657143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-16
Vallejo,Solano,0.657143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-17
Vallejo,Solano,0.566667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-21
Vallejo,Solano,0.6,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-18
Vallejo,Solano,0.771429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-19
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-20
Vallejo,Solano,0.7,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-22
Vallejo,Solano,0.7,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-23
Vallejo,Solano,0.657143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-24
Vallejo,Solano,0.557143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-25
Vallejo,Solano,0.442857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-26
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-27
Vallejo,Solano,0.466667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-28
Vallejo,Solano,0.428571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-29
Vallejo,Solano,0.557143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-30
Vallejo,Solano,0.5,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-08-31
Vallejo,Solano,0.471429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-01
Vallejo,Solano,0.442857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-02
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-03
Vallejo,Solano,0.516667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-04
Vallejo,Solano,1.028571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-05
Vallejo,Solano,1.2,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-06
Vallejo,Solano,0.957143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-07
Vallejo,Solano,0.614286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-08
Vallejo,Solano,0.457143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-09
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-10
Vallejo,Solano,0.733333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-11
Vallejo,Solano,0.957143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-12
Vallejo,Solano,0.585714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-13
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-14
Vallejo,Solano,0.442857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-15
Vallejo,Solano,0.457143,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-16
Vallejo,Solano,0.4,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-17
Vallejo,Solano,0.366667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-18
Vallejo,Solano,0.442857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-19
Vallejo,Solano,0.728571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-20
Vallejo,Solano,0.571429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-21
Vallejo,Solano,0.5,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-22
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-23
Vallejo,Solano,0.5,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-24
Vallejo,Solano,0.5,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-25
Vallejo,Solano,0.5,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-26
Vallejo,Solano,0.728571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-27
Vallejo,Solano,1.214286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-28
Vallejo,Solano,0.585714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-29
Vallejo,Solano,0.614286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-09-30
Vallejo,Solano,1.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-01
Vallejo,Solano,1.583333,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-02
Vallejo,Solano,0.8,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-03
Vallejo,Solano,0.614286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-04
Vallejo,Solano,0.885714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-05
Vallejo,Solano,0.742857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-06
Vallejo,Solano,0.485714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-07
Vallejo,Solano,0.471429,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-08
Vallejo,Solano,0.416667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-09
Vallejo,Solano,0.428571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-10
Vallejo,Solano,0.542857,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-11
Vallejo,Solano,1.028571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-12
Vallejo,Solano,1.016667,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-16
Vallejo,Solano,0.928571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-13
Vallejo,Solano,0.828571,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-14
Vallejo,Solano,0.914286,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-15
Vallejo,Solano,1.285714,INSTRUMENTAL - PULSED FLUORESCENT,0004,2020-10-17
